Id,Question,Answer,Key-Words,Location,Target
143,Köşk'ten Çine'ye tam ne kadar?,Köşk'ten Çine'ye tam yolcu ücreti 3.90 TL'dir.,"köşk, çine, tam",köşk,çine
144,Germencik'ten Efeler'e öğrenci ne kadar?,Germencik'ten Efeler'e öğrenci ücreti 2.70 TL'dir.,"germencik, efeler, öğrenci",germencik,efeler
145,Germencik'ten Bozdoğan'a öğrenci ne kadar?,Germencik'ten Bozdoğan'a öğrenci ücreti 3.10 TL'dir.,"germencik, bozdoğan, öğrenci",germencik,bozdoğan
146,Germencik'ten Çine'ye öğrenci ne kadar?,Germencik'ten Çine'ye öğrenci ücreti 3.30 TL'dir.,"germencik, çine, öğrenci",germencik,çine
147,Germencik'ten Efeler'e tam ne kadar?,Germencik'ten Efeler'e tam yolcu ücreti 3.10 TL'dir.,"germencik, efeler, tam",germencik,efeler
148,Germencik'ten Bozdoğan'a tam ne kadar?,Germencik'ten Bozdoğan'a tam yolcu ücreti 3.50 TL'dir.,"germencik, bozdoğan, tam",germencik,bozdoğan
149,Germencikten Çineye tam ne kadar?,Germencikten Çineye tam yolcu ücreti 3.70 TL'dir.,"germencik, çine, tam",germencik,çine
150,Efeler'den Bozdoğan'a öğrenci ne kadar?,Efeler'den Bozdoğan'a öğrenci ücreti 2.80 TL'dir.,"efeler, bozdoğan, öğrenci",efeler,bozdoğan
151,Efeler'den Çine'ye öğrenci ne kadar?,Efeler'den Çine'ye öğrenci ücreti 3.00 TL'dir.,"efeler, çine, öğrenci",efeler,çine
152,Efeler'den Bozdoğan'a tam ne kadar?,Efeler'den Bozdoğan'a tam yolcu ücreti 3.20 TL'dir.,"efeler, bozdoğan, tam",efeler,bozdoğan
153,Efeler'den Çine'ye tam ne kadar?,Efeler'den Çine'ye tam yolcu ücreti 3.40 TL'dir.,"efeler, çine, tam",efeler,çine
154,Bozdoğan'dan Çine'ye öğrenci ne kadar?,Bozdoğan'dan Çine'ye öğrenci ücreti 2.50 TL'dir.,"bozdoğan, çine, öğrenci",bozdoğan,çine
155,Bozdoğan'dan Çine'ye tam ne kadar?,Bozdoğan'dan Çine'ye tam yolcu ücreti 2.90 TL'dir.,"bozdoğan, çine, tam",bozdoğan,çine
156,Yeni Pazar'dan Nazilli'ye öğrenci ne kadar?,Yeni Pazar'dan Nazilli'ye öğrenci ücreti 2.80 TL'dir.,"yeni, pazar, nazilli, öğrenci",pazar,nazilli
157,Yeni Pazar'dan Sultan Hisar'a öğrenci ne kadar?,Yeni Pazar'dan Sultan Hisar'a öğrenci ücreti 3.00 TL'dir.,"yeni, pazar, sultan, hisar, öğrenci",pazar,hisar
158,Yeni Pazar'dan Kuyucak'a öğrenci ne kadar?,Yeni Pazar'dan Kuyucak'a öğrenci ücreti 3.40 TL'dir.,"yeni, pazar, kuyucak, öğrenci",pazar,kuyucak
159,Yeni Pazar'dan Karacasu'ya öğrenci ne kadar?,Yeni Pazar'dan Karacasu'ya öğrenci ücreti 3.50 TL'dir.,"yeni, pazar, karacasu, öğrenci",pazar,karacasu
160,Yeni Pazar'dan Nazilli'ye tam ne kadar?,Yeni Pazar'dan Nazilli'ye tam yolcu ücreti 3.20 TL'dir.,"yeni, pazar, nazilli, tam",pazar,nazilli
161,Yeni Pazar'dan Sultan Hisar'a tam ne kadar?,Yeni Pazar'dan Sultan Hisar'a tam yolcu ücreti 3.40 TL'dir.,"yeni, pazar, sultan, hisar, tam",pazar,hisar
162,Yeni Pazar'dan Kuyucak'a tam ne kadar?,Yeni Pazar'dan Kuyucak'a tam yolcu ücreti 3.80 TL'dir.,"yeni, pazar, kuyucak, tam",pazar,kuyucak
163,Yeni Pazar'dan Karacasu'ya tam ne kadar?,Yeni Pazar'dan Karacasu'ya tam yolcu ücreti 3.90 TL'dir.,"yeni, pazar, karacasu, tam",pazar,karacasu
164,Nazilli'den Sultan Hisar'a öğrenci ne kadar?,Nazilli'den Sultan Hisar'a öğrenci ücreti 2.80 TL'dir.,"nazilli, sultan, hisar, öğrenci",nazilli,hisar
165,Nazilli'den Kuyucak'a öğrenci ne kadar?,Nazilli'den Kuyucak'a öğrenci ücreti 3.20 TL'dir.,"nazilli, kuyucak, öğrenci",nazilli,kuyucak
166,Nazilli'den Karacasu'ya öğrenci ne kadar?,Nazilli'den Karacasu'ya öğrenci ücreti 3.30 TL'dir.,"nazilli, karacasu, öğrenci",nazilli,karacasu
167,Nazilli'den Sultan Hisar'a tam ne kadar?,Nazilli'den Sultan Hisar'a tam yolcu ücreti 3.20 TL'dir.,"nazilli, sultan, hisar, tam",nazilli,hisar
168,Nazilli'den Kuyucak'a tam ne kadar?,Nazilli'den Kuyucak'a tam yolcu ücreti 3.60 TL'dir,"nazilli, kuyucak, tam",nazilli,kuyucak
169,Nazilli'den Karacasu'ya tam ne kadar?,Nazilli'den Karacasu'ya tam yolcu ücreti 3.70 TL'dir.,"nazilli, karacasu, tam",nazilli,karacasu
170,Sultan Hisar'dan Kuyucak'a öğrenci ne kadar?,Sultan Hisar'dan Kuyucak'a öğrenci ücreti 3.00 TL'dir.,"sultan, hisar, kuyucak, öğrenci",hisar,kuyucak
171,Sultan Hisar'dan Karacasu'ya öğrenci ne kadar?,Sultan Hisar'dan Karacasu'ya öğrenci ücreti 3.10 TL'dir.,"sultan, hisar, karacasu, öğrenci",hisar,karacasu
172,Sultan Hisar'dan Kuyucak'a tam ne kadar?,Sultan Hisar'dan Kuyucak'a tam yolcu ücreti 3.40 TL'dir.,"sultan, hisar, kuyucak, tam",hisar,kuyucak
173,"Sultan Hisar'dan Karacasu'ya tam ne kadar?,",Sultan Hisar'dan Karacasu'ya tam yolcu ücreti 3.50 TL'dir.,"sultan, hisar, karacasu, tam",hisar,karacasu
174,Kuyucak'tan Karacasu'ya öğrenci ne kadar?,Kuyucak'tan Karacasu'ya öğrenci ücreti 2.90 TL'dir.,"kuyucak, karacasu, öğrenci",kuyucak,karacasu
175,Kuyucak'tan Karacasu'ya tam ne kadar?,Kuyucak'tan Karacasu'ya tam yolcu ücreti 3.30 TL'dir.,"kuyucak, karacasu, tam",kuyucak,karacasu
176,Adü'den Forum Aydın'a öğrenci ne kadar?,Adü'den Forum Aydın'a öğrenci ücreti 2.90 TL'dir.,"adü, forum, öğrenci",adü,aydın
177,Forum Aydın'dan Zafer Meydanı'na öğrenci ne kadar?,Forum Aydın'dan Zafer Meydanı'na öğrenci ücreti 2.90 TL'dir.,"forum, zafer, öğrenci",aydın,zafer
178,Zafer Meydanı'ndan Tren Garı'na öğrenci ne kadar?,Zafer Meydanı'ndan Tren Garı'na öğrenci ücreti 2.90 TL'dir.,"zafer, tren, öğrenci",meydanı,tren
179,Tren Garı'ndan Otogar'a öğrenci ne kadar?,Tren Garı'ndan Otogar'a öğrenci ücreti 2.90 TL'dir.,"tren, otogar, öğrenci",garı,otogar
180,Adü'den Forum Aydın'a tam ne kadar?,Adü'den Forum Aydın'a tam yolcu ücreti 2.90 TL'dir.,"adü, forum, aydın, tam",adü,aydın
181,Forum Aydın'dan Zafer Meydanı'na tam ne kadar?,Forum Aydın'dan Zafer Meydanı'na tam yolcu ücreti 2.90 TL'dir.,"forum, zafer, tam",aydın,zafer
182,Zafer Meydanı'ndan Tren Garı'na tam ne kadar?,Zafer Meydanı'ndan Tren Garı'na tam yolcu ücreti 2.90 TL'dir.,"zafer, tren, tam",meydanı,tren
183,Tren Garı'ndan Otogar'a tam ne kadar?,Tren Garı'ndan Otogar'a tam yolcu ücreti 2.90 TL'dir.,"tren, otogar, tam",garı,otogar
184,Adü - Otogar istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,Adü - Otogar istikametinde giden otobüs seferlerimizin hepsinde engelli arabasıyla seyahat edilebilmektedir.,"adü, otogar, engelli",,
185,Otogar - Adü istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,Otogar - Adü istikametinde giden otobüs seferlerimizin hepsinde engelli arabasıyla seyahat edilebilmektedir.,"otogar, adü, engelli",,
186,Karpuzlu - Kuşadası istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Karpuzlu - Kuşadası istikametinde giden 1.sefer,3.sefer,5.sefer,6.sefer ve 7.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","karpuzlu, kuşadası, engelli",,
187,Kuşadası - Karpuzlu istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Kuşadası - Karpuzlu istikametinde giden 1.sefer,2.sefer,3.sefer,4.sefer ve 7.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","kuşadası, karpuzlu, engelli",,
188,Köşk - Çine istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Köşk - Çine istikametinde giden 2.sefer,4.sefer ve 6.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","köşk, çine, engelli",,
189,Çine - Köşk istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Çine - Köşk istikametinde giden 1.sefer,3.sefer,5.sefer ve 7.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","çine, köşk, engelli",,
190,Yeni Pazar - Karacasu istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Yeni Pazar - Karacasu istikametinde giden 1.sefer,3.sefer,4.sefer ve 6.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","yeni, pazar, karacasu, engelli",,
191,Karacasu - Yeni Pazar istikametinde giden otobüs seferlerinden hangilerinde engelli arabasıyla seyahat edebilirim?,"Karacasu - Yeni Pazar istikametinde giden 2.sefer,5.sefer ve 7.seferlerimizde engelli arabasıyla seyahat edilebilmektedir.","karacasu, yeni, pazar, engelli",,
192,605 hangi duraklardan geçiyor?,"605 numara Adü, Forum, Meydan, Tren Garı ve Otogardan geçiyor.","605, hangi, durak, geç",,
193,606 numara Koçarlı'dan saat kaçta geçiyor?,"606 numara Koçarlı'dan 09:05, 11:25, 12:30, 14:50, 17:05, 19:35, 21:10 saatlerinde geçiyor.","606, koçarlı, saat",,
194,Adü'den Otogar'a hangi otobüs gidiyor?,Adü'den Otogar'a 605 numaralı otobüs gidiyor.,"adü, otogar, otobüs",adü,otogar
195,Forum'dan hangi otobüsler geçiyor?,Forum Aydın durağından 605 numaralı otobüs geçiyor.,"forum, hangi, otobüs",,
196,607 numarada tekerlekli sandalye var mı?,"607 numaranın 1, 3, 5 ve 7'nci seferlerde tekerlekli sandalye bulunmaktadır.","607, tekerlekli, sandalye",,
197,Karpuzlu'dan Koçarlı'ya öğrenci ne kadar?,Karpuzlu'dan Koçarlı'ya öğrenci ücreti 2.80 TL'dir.,"karpuzlu, koçarlı, öğrenci",karpuzlu,koçarlı
198,Kuşadası'ndan Karpuzlu'ya son otobüs ne zaman?,Kuşadası'ndan Karpuzlu'ya son otobüs seferi saat 19:15'tedir.,"kuşadası, karpuzlu, son",kuşadası,karpuzlu
199,Otogardan Adü'ye seferler kaçta başlıyor?,Otogardan Adü'ye ilk sefer 6:15'te başlıyor.,"otogar, adü, sefer, kaç",otogar,adü
200,605 numaralı otobüs hattının durakları nelerdir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, hat, durak",,
201,606 numaralı otobüs hattının durakları nelerdir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, hat, durak",,
202,607 numaralı otobüs hattının durakları nelerdir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, hat, durak",,
203,608 numaralı otobüs hattının durakları nelerdir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, hat, durak",,
204,605'in durakları nelerdir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, durak",,
205,605 seferli otobüs'ün durakları nelerdir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, sefer, durak",,
206,605'in istikameti nerelerdir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, istikamet",,
207,605 nerelerden geçmektedir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, nerelerden",,
208,605 nereye gitmektedir?,"605 numaralı otobüs hattının durakları ADÜ, Forum Aydın, Zafer Meydanı, Tren Garı ve Otogardır.","605, nereye",,
209,606'nın durakları nelerdir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, durak",,
210,606 seferli otobüs'ün durakları nelerdir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, sefer, durak",,
211,606'nın istikameti nerelerdir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, istikamet",,
212,606 nerelerden geçmektedir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, nerelerden",,
213,606 nereye gitmektedir?,"606 numaralı otobüs hattının durakları Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadası'dır.","606, nereye",,
214,607'nin durakları nelerdir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, durak",,
215,607 seferli otobüs'ün durakları nelerdir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, sefer, durak",,
216,607'nin istikameti nerelerdir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, istikamet",,
217,607 nerelerden geçmektedir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, nerelerden",,
218,607 nereye gitmektedir?,"607 numaralı otobüs hattının durakları Köşk, Germencik, Efeler, Bozdoğan ve Çine'dir.","607, nereye",,
219,608'in durakları nelerdir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, durak",,
220,608 seferli otobüs'ün durakları nelerdir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, sefer, durak",,
221,608'in istikameti nerelerdir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, istikamet",,
222,608 nerelerden geçmektedir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, nerelerden",,
223,608 nereye gitmektedir?,"608 numaralı otobüs hattının durakları Yeni Pazar, Nazilli, Sultan Hiisar, Kuyucak ve Karacasu'dur.","608, nereye",,
224,ADÜ'ye hangi numaralı otobüsle gidebilirim?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, hangi, numaralı",,
225,Forum Aydın'a hangi numaralı otobüsle gidebilirim?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, hangi, numaralı",,
226,Zafer Meydanı'na hangi numaralı otobüsle gidebilirim?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, hangi, numaralı",,
227,Tren Garına hangi numaralı otobüsle gidebilirim?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, hangi, numaralı",,
228,Otogara hangi numaralı otobüsle gidebilirim?,Otogara 605 numaralı otobüs ile gidilmektedir.,"otogar, hangi, numaralı",,
229,Karpuzlu'ya hangi numaralı otobüsle gidebilirim?,Karpuzlu'ya 606 numaralı otobüs ile gidilmektedir.,"karpuzlu, hangi, numaralı",,
230,Koçarlı'ya hangi numaralı otobüsle gidebilirim?,Koçarlı'ya 606 numaralı otobüs ile gidilmektedir.,"koçarlı, hangi, numaralı",,
231,İncirliova'ya hangi numaralı otobüsle gidebilirim?,İncirliova'ya 606 numaralı otobüs ile gidilmektedir.,"incirliova, hangi, numaralı",,
232,Söke'ye hangi numaralı otobüsle gidebilirim?,Söke'ye 606 numaralı otobüs ile gidilmektedir.,"söke, hangi, numaralı",,
233,Kuşadası'na hangi numaralı otobüsle gidebilirim?,Kuşadası'na 606 numaralı otobüs ile gidilmektedir.,"kuşadası, hangi, numaralı",,
234,Köşk'e hangi numaralı otobüsle gidebilirim?,Köşk'e 607 numaralı otobüs ile gidilmektedir.,"köşk, hangi, numaralı",,
235,Germencik'e hangi numaralı otobüsle gidebilirim?,Germencik'e 607 numaralı otobüs ile gidilmektedir.,"germencik, hangi, numaralı",,
236,Efeler'e hangi numaralı otobüsle gidebilirim?,Efeler'e 607 numaralı otobüs ile gidilmektedir.,"efeler, hangi, numaralı",,
237,Bozdoğan'a hangi numaralı otobüsle gidebilirim?,Bozdoğan'a 607 numaralı otobüs ile gidilmektedir.,"bozdoğan, hangi, numaralı",,
238,Çine'ye hangi numaralı otobüsle gidebilirim?,Çine'ye 607 numaralı otobüs ile gidilmektedir.,"çine, hangi, numaralı",,
239,Yeni Pazar'a hangi numaralı otobüsle gidebilirim?,Yeni Pazar'a 608 numaralı otobüs ile gidilmektedir.,"yeni, pazar, hangi, numaralı",,
240,Nazilli'ye hangi numaralı otobüsle gidebilirim?,Nazilli'ye 608 numaralı otobüs ile gidilmektedir.,"nazilli, hangi, numaralı",,
241,Sultan Hisar'a hangi numaralı otobüsle gidebilirim?,Sultan Hisar'a 608 numaralı otobüs ile gidilmektedir.,"sultan, hisar, hangi, numaralı",,
242,Kuyucak'a hangi numaralı otobüsle gidebilirim?,Kuyucak'a 608 numaralı otobüs ile gidilmektedir.,"kuyucak, hangi, numaralı",,
243,Karacasu'ya hangi numaralı otobüsle gidebilirim?,Karacasu'ya 608 numaralı otobüs ile gidilmektedir.,"karacasu, hangi, numaralı",,
244,ADÜ'ye nasıl gidebilirim?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, nasıl",,
245,ADÜ'ye nereden gidebilirim?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, nereden",,
246,ADÜ'den geçen otobüs nedir?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, otobüs",,
247,ADÜ'nün otobüsü nedir?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, otobüs",,
248,ADÜ'ye ne ile gidebilirim?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, ne, ile",,
249,ADÜ'nün hatları nedir?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, hat",,
250,ADÜ'den geçen numaralar nelerdir?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, geçen, numara",,
251,ADÜ'de hangi otobüsler durmaktadır?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, hangi, otobüs",,
252,ADÜ'de kaç numaralı otobüsler durmaktadır?,ADÜ'ye 605 numaralı otobüs ile gidilmektedir.,"adü, kaç, numara",,
253,Forum Aydın'a nasıl gidebilirim?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, nasıl",,
254,Forum Aydın'a nereden gidebilirim?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, nereden",,
255,Forum Aydın'dan geçen otobüs nedir?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, otobüs",,
256,Forum Aydın'nın otobüsü nedir?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, otobüs",,
257,Forum Aydın'a ne ile gidebilirim?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, ne, ile",,
258,Forum Aydın'ın hatları nedir?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, hat",,
259,Forum Aydın'dan geçen numaralar nelerdir?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, geçen, numara",,
260,Forum Aydın'da hangi otobüsler durmaktadır?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, hangi, otobüs, dur",,
261,Forum Aydın'da kaç numaralı otobüsler durmaktadır?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, kaç, numara",,
262,Forum Aydın'a nasıl gidebilirim?,Forum Aydın'a 605 numaralı otobüs ile gidilmektedir.,"forum, nasıl",,
263,Zafer Meydanı'na nereden gidebilirim?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, nereden",,
264,Zafer Meydanı'ndan geçen otobüs nedir?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, otobüs",,
265,Zafer Meydanı'nın otobüsü nedir?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, otobüs",,
266,Zafer Meydanı'na ne ile gidebilirim?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, ne, ile",,
267,Zafer Meydanı'nın hatları nedir?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, hat",,
268,Zafer Meydanı'ndan geçen numaralar nelerdir?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, geçen, numara",,
269,Zafer Meydanı'nda hangi otobüsler durmaktadır?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, hangi, otobüs",,
270,Zafer Meydanı'nda kaç numaralı otobüsler durmaktadır?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, kaç, numara",,
271,Zafer Meydanı'na nasıl gidebilirim?,Zafer Meydanı'na 605 numaralı otobüs ile gidilmektedir.,"zafer, nasıl",,
272,Tren Garına nasıl gidebilirim?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, nasıl",,
273,Tren Garına nereden gidebilirim?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, nereden",,
274,Tren Garından geçen otobüs nedir?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, otobüs",,
275,Tren Garının otobüsü nedir?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, otobüs",,
276,Tren Garına ne ile gidebilirim?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, ne, ile",,
277,Tren Garının hatları nedir?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, hat",,
278,Tren Garından geçen numaralar nelerdir?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, geçen, numara",,
279,Tren Garında hangi otobüsler durmaktadır?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, hangi, otobüs",,
280,Tren Garına kaç numaralı otobüsler durmaktadır?,Tren Garına 605 numaralı otobüs ile gidilmektedir.,"tren, kaç, numara",,
281,Otogara nasıl gidebilirim?,Otogara 605 numaralı otobüs ile gidilmektedir.,"otogar, nasıl",,
282,Otogara nereden gidebilirim?,Otogara 605 numaralı otobüs ile gidilmektedir.,"otogar, nereden",,
283,Otogardan geçen otobüs nedir?,Otogara 605 numaralı otobüs ile gidilmektedir.,"otogar, otobüs",,
